SpEffect found in TAE: 2015,SpEffect found in Animation: 202011,SpEffect from Event Type: 66,SpEffect ID: 98
SpEffect found in TAE: 2015,SpEffect found in Animation: 202011,SpEffect from Event Type: 66,SpEffect ID: 145
SpEffect found in TAE: 2015,SpEffect found in Animation: 202011,SpEffect from Event Type: 66,SpEffect ID: 89
SpEffect found in TAE: 2015,SpEffect found in Animation: 202011,SpEffect from Event Type: 66,SpEffect ID: 140
SpEffect found in TAE: 2015,SpEffect found in Animation: 202011,SpEffect from Event Type: 66,SpEffect ID: 145
SpEffect found in TAE: 2015,SpEffect found in Animation: 202011,SpEffect from Event Type: 66,SpEffect ID: 32
SpEffect found in TAE: 2015,SpEffect found in Animation: 202012,SpEffect from Event Type: 66,SpEffect ID: 98
SpEffect found in TAE: 2015,SpEffect found in Animation: 202012,SpEffect from Event Type: 66,SpEffect ID: 145
SpEffect found in TAE: 2015,SpEffect found in Animation: 202012,SpEffect from Event Type: 66,SpEffect ID: 89
SpEffect found in TAE: 2015,SpEffect found in Animation: 202012,SpEffect from Event Type: 66,SpEffect ID: 140
SpEffect found in TAE: 2015,SpEffect found in Animation: 202012,SpEffect from Event Type: 66,SpEffect ID: 145
SpEffect found in TAE: 2015,SpEffect found in Animation: 202012,SpEffect from Event Type: 66,SpEffect ID: 32
SpEffect found in TAE: 2015,SpEffect found in Animation: 202013,SpEffect from Event Type: 66,SpEffect ID: 98
SpEffect found in TAE: 2015,SpEffect found in Animation: 202013,SpEffect from Event Type: 66,SpEffect ID: 145
SpEffect found in TAE: 2015,SpEffect found in Animation: 202013,SpEffect from Event Type: 66,SpEffect ID: 89
SpEffect found in TAE: 2015,SpEffect found in Animation: 202013,SpEffect from Event Type: 66,SpEffect ID: 140
SpEffect found in TAE: 2015,SpEffect found in Animation: 202013,SpEffect from Event Type: 66,SpEffect ID: 145
SpEffect found in TAE: 2015,SpEffect found in Animation: 202013,SpEffect from Event Type: 66,SpEffect ID: 32
SpEffect found in TAE: 2015,SpEffect found in Animation: 202020,SpEffect from Event Type: 66,SpEffect ID: 98
SpEffect found in TAE: 2015,SpEffect found in Animation: 202020,SpEffect from Event Type: 66,SpEffect ID: 89
SpEffect found in TAE: 2015,SpEffect found in Animation: 202020,SpEffect from Event Type: 66,SpEffect ID: 140
SpEffect found in TAE: 2015,SpEffect found in Animation: 202020,SpEffect from Event Type: 66,SpEffect ID: 145
SpEffect found in TAE: 2015,SpEffect found in Animation: 202020,SpEffect from Event Type: 66,SpEffect ID: 32
SpEffect found in TAE: 2015,SpEffect found in Animation: 202021,SpEffect from Event Type: 66,SpEffect ID: 98
SpEffect found in TAE: 2015,SpEffect found in Animation: 202021,SpEffect from Event Type: 66,SpEffect ID: 89
SpEffect found in TAE: 2015,SpEffect found in Animation: 202021,SpEffect from Event Type: 66,SpEffect ID: 140
SpEffect found in TAE: 2015,SpEffect found in Animation: 202021,SpEffect from Event Type: 66,SpEffect ID: 145
SpEffect found in TAE: 2015,SpEffect found in Animation: 202021,SpEffect from Event Type: 66,SpEffect ID: 32
SpEffect found in TAE: 2015,SpEffect found in Animation: 202022,SpEffect from Event Type: 66,SpEffect ID: 98
SpEffect found in TAE: 2015,SpEffect found in Animation: 202022,SpEffect from Event Type: 66,SpEffect ID: 89
SpEffect found in TAE: 2015,SpEffect found in Animation: 202022,SpEffect from Event Type: 66,SpEffect ID: 140
SpEffect found in TAE: 2015,SpEffect found in Animation: 202022,SpEffect from Event Type: 66,SpEffect ID: 145
SpEffect found in TAE: 2015,SpEffect found in Animation: 202022,SpEffect from Event Type: 66,SpEffect ID: 32
SpEffect found in TAE: 2015,SpEffect found in Animation: 202023,SpEffect from Event Type: 66,SpEffect ID: 98
SpEffect found in TAE: 2015,SpEffect found in Animation: 202023,SpEffect from Event Type: 66,SpEffect ID: 89
SpEffect found in TAE: 2015,SpEffect found in Animation: 202023,SpEffect from Event Type: 66,SpEffect ID: 140
SpEffect found in TAE: 2015,SpEffect found in Animation: 202023,SpEffect from Event Type: 66,SpEffect ID: 145
SpEffect found in TAE: 2015,SpEffect found in Animation: 202023,SpEffect from Event Type: 66,SpEffect ID: 32
SpEffect found in TAE: 2015,SpEffect found in Animation: 202030,SpEffect from Event Type: 66,SpEffect ID: 98
SpEffect found in TAE: 2015,SpEffect found in Animation: 202030,SpEffect from Event Type: 66,SpEffect ID: 89
SpEffect found in TAE: 2015,SpEffect found in Animation: 202030,SpEffect from Event Type: 66,SpEffect ID: 140
SpEffect found in TAE: 2015,SpEffect found in Animation: 202030,SpEffect from Event Type: 66,SpEffect ID: 145
SpEffect found in TAE: 2015,SpEffect found in Animation: 202030,SpEffect from Event Type: 66,SpEffect ID: 32
SpEffect found in TAE: 2015,SpEffect found in Animation: 202040,SpEffect from Event Type: 66,SpEffect ID: 98
SpEffect found in TAE: 2015,SpEffect found in Animation: 202040,SpEffect from Event Type: 66,SpEffect ID: 32
SpEffect found in TAE: 2015,SpEffect found in Animation: 202100,SpEffect from Event Type: 66,SpEffect ID: 100400
SpEffect found in TAE: 2015,SpEffect found in Animation: 202100,SpEffect from Event Type: 66,SpEffect ID: 141
SpEffect found in TAE: 2015,SpEffect found in Animation: 202100,SpEffect from Event Type: 401,SpEffect ID: 39
SpEffect found in TAE: 2015,SpEffect found in Animation: 202110,SpEffect from Event Type: 66,SpEffect ID: 100400
SpEffect found in TAE: 2015,SpEffect found in Animation: 202110,SpEffect from Event Type: 66,SpEffect ID: 141
SpEffect found in TAE: 2015,SpEffect found in Animation: 202110,SpEffect from Event Type: 401,SpEffect ID: 39
SpEffect found in TAE: 2015,SpEffect found in Animation: 202111,SpEffect from Event Type: 66,SpEffect ID: 100400
SpEffect found in TAE: 2015,SpEffect found in Animation: 202111,SpEffect from Event Type: 66,SpEffect ID: 141
SpEffect found in TAE: 2015,SpEffect found in Animation: 202111,SpEffect from Event Type: 401,SpEffect ID: 39
SpEffect found in TAE: 2015,SpEffect found in Animation: 202112,SpEffect from Event Type: 66,SpEffect ID: 100400
SpEffect found in TAE: 2015,SpEffect found in Animation: 202112,SpEffect from Event Type: 66,SpEffect ID: 141
SpEffect found in TAE: 2015,SpEffect found in Animation: 202112,SpEffect from Event Type: 401,SpEffect ID: 39
SpEffect found in TAE: 2015,SpEffect found in Animation: 202113,SpEffect from Event Type: 66,SpEffect ID: 100400
SpEffect found in TAE: 2015,SpEffect found in Animation: 202113,SpEffect from Event Type: 66,SpEffect ID: 141
SpEffect found in TAE: 2015,SpEffect found in Animation: 202113,SpEffect from Event Type: 401,SpEffect ID: 39
SpEffect found in TAE: 2015,SpEffect found in Animation: 202115,SpEffect from Event Type: 401,SpEffect ID: 39
SpEffect found in TAE: 2015,SpEffect found in Animation: 202115,SpEffect from Event Type: 66,SpEffect ID: 141
SpEffect found in TAE: 2015,SpEffect found in Animation: 202116,SpEffect from Event Type: 401,SpEffect ID: 39
SpEffect found in TAE: 2015,SpEffect found in Animation: 202116,SpEffect from Event Type: 66,SpEffect ID: 141
SpEffect found in TAE: 2015,SpEffect found in Animation: 202117,SpEffect from Event Type: 401,SpEffect ID: 39
SpEffect found in TAE: 2015,SpEffect found in Animation: 202117,SpEffect from Event Type: 66,SpEffect ID: 141
SpEffect found in TAE: 2015,SpEffect found in Animation: 202118,SpEffect from Event Type: 401,SpEffect ID: 39
SpEffect found in TAE: 2015,SpEffect found in Animation: 202118,SpEffect from Event Type: 66,SpEffect ID: 141
SpEffect found in TAE: 2015,SpEffect found in Animation: 202120,SpEffect from Event Type: 66,SpEffect ID: 100400
SpEffect found in TAE: 2015,SpEffect found in Animation: 202120,SpEffect from Event Type: 66,SpEffect ID: 141
SpEffect found in TAE: 2015,SpEffect found in Animation: 202120,SpEffect from Event Type: 66,SpEffect ID: 142
SpEffect found in TAE: 2015,SpEffect found in Animation: 202120,SpEffect from Event Type: 66,SpEffect ID: 143
SpEffect found in TAE: 2015,SpEffect found in Animation: 202120,SpEffect from Event Type: 401,SpEffect ID: 39
SpEffect found in TAE: 2015,SpEffect found in Animation: 202125,SpEffect from Event Type: 67,SpEffect ID: 100300
SpEffect found in TAE: 2015,SpEffect found in Animation: 202125,SpEffect from Event Type: 401,SpEffect ID: 39
SpEffect found in TAE: 2015,SpEffect found in Animation: 202126,SpEffect from Event Type: 67,SpEffect ID: 100300
SpEffect found in TAE: 2015,SpEffect found in Animation: 202126,SpEffect from Event Type: 401,SpEffect ID: 39
SpEffect found in TAE: 2015,SpEffect found in Animation: 202127,SpEffect from Event Type: 67,SpEffect ID: 100300
SpEffect found in TAE: 2015,SpEffect found in Animation: 202127,SpEffect from Event Type: 401,SpEffect ID: 39
SpEffect found in TAE: 2015,SpEffect found in Animation: 300000,SpEffect from Event Type: 66,SpEffect ID: 8001
SpEffect found in TAE: 2015,SpEffect found in Animation: 300000,SpEffect from Event Type: 66,SpEffect ID: 150
SpEffect found in TAE: 2015,SpEffect found in Animation: 300000,SpEffect from Event Type: 66,SpEffect ID: 373
SpEffect found in TAE: 2015,SpEffect found in Animation: 320000,SpEffect from Event Type: 66,SpEffect ID: 8001
SpEffect found in TAE: 2015,SpEffect found in Animation: 320000,SpEffect from Event Type: 66,SpEffect ID: 150
SpEffect found in TAE: 2015,SpEffect found in Animation: 320000,SpEffect from Event Type: 66,SpEffect ID: 370
SpEffect found in TAE: 2015,SpEffect found in Animation: 320000,SpEffect from Event Type: 67,SpEffect ID: 100000
SpEffect found in TAE: 2015,SpEffect found in Animation: 320001,SpEffect from Event Type: 66,SpEffect ID: 8001
SpEffect found in TAE: 2015,SpEffect found in Animation: 320001,SpEffect from Event Type: 66,SpEffect ID: 150
SpEffect found in TAE: 2015,SpEffect found in Animation: 320001,SpEffect from Event Type: 66,SpEffect ID: 370
SpEffect found in TAE: 2015,SpEffect found in Animation: 320001,SpEffect from Event Type: 67,SpEffect ID: 100000
SpEffect found in TAE: 2015,SpEffect found in Animation: 320002,SpEffect from Event Type: 66,SpEffect ID: 8001
SpEffect found in TAE: 2015,SpEffect found in Animation: 320002,SpEffect from Event Type: 66,SpEffect ID: 150
SpEffect found in TAE: 2015,SpEffect found in Animation: 320002,SpEffect from Event Type: 66,SpEffect ID: 370
SpEffect found in TAE: 2015,SpEffect found in Animation: 320002,SpEffect from Event Type: 67,SpEffect ID: 100000
SpEffect found in TAE: 2015,SpEffect found in Animation: 320003,SpEffect from Event Type: 66,SpEffect ID: 8001
SpEffect found in TAE: 2015,SpEffect found in Animation: 320003,SpEffect from Event Type: 66,SpEffect ID: 150
SpEffect found in TAE: 2015,SpEffect found in Animation: 320003,SpEffect from Event Type: 66,SpEffect ID: 370
SpEffect found in TAE: 2015,SpEffect found in Animation: 320003,SpEffect from Event Type: 67,SpEffect ID: 100000
SpEffect found in TAE: 2015,SpEffect found in Animation: 320010,SpEffect from Event Type: 66,SpEffect ID: 8001
SpEffect found in TAE: 2015,SpEffect found in Animation: 320010,SpEffect from Event Type: 66,SpEffect ID: 150
SpEffect found in TAE: 2015,SpEffect found in Animation: 320010,SpEffect from Event Type: 66,SpEffect ID: 370
SpEffect found in TAE: 2015,SpEffect found in Animation: 320010,SpEffect from Event Type: 67,SpEffect ID: 100000
SpEffect found in TAE: 2015,SpEffect found in Animation: 320011,SpEffect from Event Type: 66,SpEffect ID: 8001
SpEffect found in TAE: 2015,SpEffect found in Animation: 320011,SpEffect from Event Type: 66,SpEffect ID: 150
SpEffect found in TAE: 2015,SpEffect found in Animation: 320011,SpEffect from Event Type: 66,SpEffect ID: 370
SpEffect found in TAE: 2015,SpEffect found in Animation: 320011,SpEffect from Event Type: 67,SpEffect ID: 100000
SpEffect found in TAE: 2015,SpEffect found in Animation: 320012,SpEffect from Event Type: 66,SpEffect ID: 8001
SpEffect found in TAE: 2015,SpEffect found in Animation: 320012,SpEffect from Event Type: 66,SpEffect ID: 150
SpEffect found in TAE: 2015,SpEffect found in Animation: 320012,SpEffect from Event Type: 66,SpEffect ID: 370
SpEffect found in TAE: 2015,SpEffect found in Animation: 320012,SpEffect from Event Type: 67,SpEffect ID: 100000
SpEffect found in TAE: 2015,SpEffect found in Animation: 320013,SpEffect from Event Type: 66,SpEffect ID: 8001
SpEffect found in TAE: 2015,SpEffect found in Animation: 320013,SpEffect from Event Type: 66,SpEffect ID: 150
SpEffect found in TAE: 2015,SpEffect found in Animation: 320013,SpEffect from Event Type: 66,SpEffect ID: 370
SpEffect found in TAE: 2015,SpEffect found in Animation: 320013,SpEffect from Event Type: 67,SpEffect ID: 100000
SpEffect found in TAE: 2015,SpEffect found in Animation: 320020,SpEffect from Event Type: 66,SpEffect ID: 8001
SpEffect found in TAE: 2015,SpEffect found in Animation: 320020,SpEffect from Event Type: 66,SpEffect ID: 150
SpEffect found in TAE: 2015,SpEffect found in Animation: 320020,SpEffect from Event Type: 66,SpEffect ID: 370
SpEffect found in TAE: 2015,SpEffect found in Animation: 320020,SpEffect from Event Type: 67,SpEffect ID: 100000
SpEffect found in TAE: 2015,SpEffect found in Animation: 320021,SpEffect from Event Type: 66,SpEffect ID: 8001
SpEffect found in TAE: 2015,SpEffect found in Animation: 320021,SpEffect from Event Type: 66,SpEffect ID: 150
SpEffect found in TAE: 2015,SpEffect found in Animation: 320021,SpEffect from Event Type: 66,SpEffect ID: 370
SpEffect found in TAE: 2015,SpEffect found in Animation: 320021,SpEffect from Event Type: 67,SpEffect ID: 100000
SpEffect found in TAE: 2015,SpEffect found in Animation: 320022,SpEffect from Event Type: 66,SpEffect ID: 8001
SpEffect found in TAE: 2015,SpEffect found in Animation: 320022,SpEffect from Event Type: 66,SpEffect ID: 150
SpEffect found in TAE: 2015,SpEffect found in Animation: 320022,SpEffect from Event Type: 66,SpEffect ID: 370
SpEffect found in TAE: 2015,SpEffect found in Animation: 320022,SpEffect from Event Type: 67,SpEffect ID: 100000
SpEffect found in TAE: 2015,SpEffect found in Animation: 320023,SpEffect from Event Type: 66,SpEffect ID: 8001
SpEffect found in TAE: 2015,SpEffect found in Animation: 320023,SpEffect from Event Type: 66,SpEffect ID: 150
SpEffect found in TAE: 2015,SpEffect found in Animation: 320023,SpEffect from Event Type: 66,SpEffect ID: 370
SpEffect found in TAE: 2015,SpEffect found in Animation: 320023,SpEffect from Event Type: 67,SpEffect ID: 100000
SpEffect found in TAE: 2015,SpEffect found in Animation: 320030,SpEffect from Event Type: 66,SpEffect ID: 8001
SpEffect found in TAE: 2015,SpEffect found in Animation: 320030,SpEffect from Event Type: 66,SpEffect ID: 150
SpEffect found in TAE: 2015,SpEffect found in Animation: 320030,SpEffect from Event Type: 66,SpEffect ID: 370
SpEffect found in TAE: 2015,SpEffect found in Animation: 320030,SpEffect from Event Type: 67,SpEffect ID: 100000
SpEffect found in TAE: 2015,SpEffect found in Animation: 320031,SpEffect from Event Type: 66,SpEffect ID: 8001
SpEffect found in TAE: 2015,SpEffect found in Animation: 320031,SpEffect from Event Type: 66,SpEffect ID: 150
SpEffect found in TAE: 2015,SpEffect found in Animation: 320031,SpEffect from Event Type: 66,SpEffect ID: 370
SpEffect found in TAE: 2015,SpEffect found in Animation: 320031,SpEffect from Event Type: 67,SpEffect ID: 100000
SpEffect found in TAE: 2015,SpEffect found in Animation: 320032,SpEffect from Event Type: 66,SpEffect ID: 8001
SpEffect found in TAE: 2015,SpEffect found in Animation: 320032,SpEffect from Event Type: 66,SpEffect ID: 150
SpEffect found in TAE: 2015,SpEffect found in Animation: 320032,SpEffect from Event Type: 66,SpEffect ID: 370
SpEffect found in TAE: 2015,SpEffect found in Animation: 320032,SpEffect from Event Type: 67,SpEffect ID: 100000
SpEffect found in TAE: 2015,SpEffect found in Animation: 320033,SpEffect from Event Type: 66,SpEffect ID: 8001
SpEffect found in TAE: 2015,SpEffect found in Animation: 320033,SpEffect from Event Type: 66,SpEffect ID: 150
SpEffect found in TAE: 2015,SpEffect found in Animation: 320033,SpEffect from Event Type: 66,SpEffect ID: 370
SpEffect found in TAE: 2015,SpEffect found in Animation: 320033,SpEffect from Event Type: 67,SpEffect ID: 100000
SpEffect found in TAE: 2015,SpEffect found in Animation: 320100,SpEffect from Event Type: 66,SpEffect ID: 8001
SpEffect found in TAE: 2015,SpEffect found in Animation: 320100,SpEffect from Event Type: 66,SpEffect ID: 150
SpEffect found in TAE: 2015,SpEffect found in Animation: 320100,SpEffect from Event Type: 66,SpEffect ID: 370
SpEffect found in TAE: 2015,SpEffect found in Animation: 320100,SpEffect from Event Type: 67,SpEffect ID: 100001
SpEffect found in TAE: 2015,SpEffect found in Animation: 320101,SpEffect from Event Type: 66,SpEffect ID: 8001
SpEffect found in TAE: 2015,SpEffect found in Animation: 320101,SpEffect from Event Type: 66,SpEffect ID: 150
SpEffect found in TAE: 2015,SpEffect found in Animation: 320101,SpEffect from Event Type: 66,SpEffect ID: 370
SpEffect found in TAE: 2015,SpEffect found in Animation: 320101,SpEffect from Event Type: 67,SpEffect ID: 100001
